resp,numtexts,treatycommit,brave,evil,flag,threat,economy,treatyviolation,resp_id,text1,text2,text3,text_full
66,2,1,1,0,0,0,0,0,R_3kpHAzdBaPWJN0e,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free.","In 1992, Congress passed a bill pledging to preserve Hong Kong's special status.",,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free. In 1992, Congress passed a bill pledging to preserve Hong Kong's special status. "
100,2,1,0,0,1,0,0,0,R_xFrPKh95jaBOtSp,The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.",,"The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. "
78,3,1,0,1,0,1,0,0,R_2zUdbP2KG9S9l67,China's actions in Hong Kong follow a decades-long military buildup.,"China is an authortiarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.","Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","China's actions in Hong Kong follow a decades-long military buildup. China is an authortiarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms."
9,3,1,0,0,0,1,0,1,R_uynnxEu6EpE4cJb,"Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.","China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States.","Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy. China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States."
100,3,1,0,1,0,1,0,0,R_3EbUw2NzMOhunAS,"China is also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.",China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,"Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy.","China is also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy."
100,3,1,1,0,1,0,0,0,R_3hsStc9ap6NiLnq,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government.",Many protesters carry American flags to demonstrate their love of liberty.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. Some protesters have been beaten, imprisoned, and tortured by the Chinese government. Many protesters carry American flags to demonstrate their love of liberty."
60,3,1,0,0,1,1,0,0,R_1JF5imcurq4LjUQ,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom.","For the past 20 years, China has bought advanced weapons from Russia to upgrade its military.",Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom. For the past 20 years, China has bought advanced weapons from Russia to upgrade its military. Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear."
100,3,1,0,1,1,0,0,0,R_3lRC5MpgPFbwUBG,"In 1992, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.","China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.",Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,"In 1992, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Many protesters carry American flags to affirm their support for ideals that Americans hold dear."
75,2,1,1,0,0,0,0,0,R_dmwkkalc1pvhoXL,"Protesters have been targeted by brutal police tactics, which has led to bloodshed.","27 years ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom.",,"Protesters have been targeted by brutal police tactics, which has led to bloodshed. 27 years ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's freedom. "
54,3,1,1,0,0,0,0,1,R_1Lj95QuiLyAUfmH,"Protesters have been targeted by brutal police tactics, which has led to bloodshed.","When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.","Protesters have been targeted by brutal police tactics, which has led to bloodshed. When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement. During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status."
100,2,1,0,0,1,0,0,0,R_1ihC73Evtpl8how,Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.",,"Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. "
100,3,1,1,1,0,0,0,0,R_RazShJQg0qPnisp,"China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.","In 1992, Congress passed a bill pledging to preserve Hong Kong's special status.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. In 1992, Congress passed a bill pledging to preserve Hong Kong's special status. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free."
60,3,1,0,1,0,1,0,0,R_RnmDOX95KbQLzPj,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself.","China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself. China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan. Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law."
38,3,1,1,0,0,0,0,1,R_2tx96vXA27iOFqM,"Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government.",The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. The Hong Kong protesters risk being beaten, imprisoned, or tortured by the Chinese government. The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China."
71,2,1,0,0,0,1,0,0,R_2DZemSVAvdUJeOm,"During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's freedom.",China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,,"During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's freedom. China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States. "
97,3,1,0,0,1,0,0,1,R_cRXbLQjoEAOIRlT,"The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.",The protesters regularly wave American flags to demonstrate their love of liberty.,"In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status.","The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. The protesters regularly wave American flags to demonstrate their love of liberty. In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status."
100,2,1,0,0,1,0,0,0,R_1eXW3khU2MStB7i,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.",The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. "
99,3,1,0,1,0,0,0,1,R_1JOwBkWflFO6fgU,"Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.","China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status. China is a totalitarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
62,2,1,0,1,0,0,0,0,R_Rq74EeurY3d6UQF,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy.","China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.",,"27 years ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's autonomy. China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. "
62,3,1,0,0,1,0,1,0,R_2ebq2OPGWIulAne,"Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.",The protesters regularly wave American flags to affirm their support for ideals that Americans hold dear.,"Hong Kong's special status within China has protected free enterprise and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. The protesters regularly wave American flags to affirm their support for ideals that Americans hold dear."
25,3,1,1,0,0,0,1,0,R_1mF79h1XB0PT8L9,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to defend their liberty.","Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to defend their liberty. Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world. Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself."
0,2,0,0,1,0,0,0,1,R_qUxajwAvR6SZv1L,China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,The protesters claim that China's actions violate the terms of the treaty that led Britain to return Hong Kong to China.,,China is a totalitarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. The protesters claim that China's actions violate the terms of the treaty that led Britain to return Hong Kong to China. 
41,2,0,1,0,1,0,0,0,R_xno5bqV9F2JF7Kp,The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.",,"The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. "
29,3,1,0,1,0,0,0,1,R_3JJYVMId9izxyYs,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.",China is an authoritarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,"Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. China is an authoritarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs."
100,2,1,0,0,0,1,0,0,R_Tq1rdx932R8zG3T,China's crackdown in Hong Kong follows a decades-long military buildup.,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.",,"China's crackdown in Hong Kong follows a decades-long military buildup. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. "
0,2,1,0,0,0,0,0,1,R_31iLLlJghwXXi1B,"The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom.",,"The protesters claim that China's actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. Some time ago, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's freedom. "
98,2,1,1,0,0,0,0,0,R_1mttMZnObGz5lbZ,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status.",,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status. "
91,3,1,1,0,0,0,0,1,R_9ZD8BePj7ciFiiB,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.",Protesters have been targeted by brutal police tactics.,"When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. Protesters have been targeted by brutal police tactics. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty."
95,3,1,1,0,0,1,0,0,R_2Vf1N7rmzXEUJZp,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty.",China's crackdown in Hong Kong follows a decades-long military buildup.,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty. China's crackdown in Hong Kong follows a decades-long military buildup. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status."
88,2,0,0,0,1,0,0,1,R_1pm1v62lFCg6uv1,Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution.,,Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. The protesters regularly wave American flags because they wish to connect their own movement with the American Revolution. 
100,2,1,0,0,1,0,0,0,R_2dWjVGMx6xrBnjj,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.",The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear.,,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear. "
15,3,1,1,1,0,0,0,0,R_3JKukfS4ldVZqru,China is an authoritarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,"Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed.","27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy.","China is an authoritarian country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed. 27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy."
70,3,1,0,1,1,0,0,0,R_rigwsxMeBYLaj2V,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.","China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. Many protesters carry American flags because they wish to connect their own movement with the American Revolution."
70,2,1,0,1,0,0,0,0,R_qK028he030jACgp,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.",,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. "
90,2,1,0,0,1,0,0,0,R_3qCfbL3HY3zSqeC,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself.",Many protesters carry American flags to demonstrate their love of liberty.,,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself. Many protesters carry American flags to demonstrate their love of liberty. "
50,3,1,0,0,0,1,1,0,R_3IQWkWfJn8BsXJV,China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world."
65,3,1,0,0,1,0,0,1,R_3kukUhqFVZTNVqf,Many protesters carry American flags to demonstrate their love of liberty.,"When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","In 1992, Congress passed a bill pledging to preserve Hong Kong's special status.","Many protesters carry American flags to demonstrate their love of liberty. When China acquired Hong Kong from Britain in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. In 1992, Congress passed a bill pledging to preserve Hong Kong's special status."
59,3,1,0,1,0,0,0,1,R_3OkTb0B5rZHPWEg,Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.","Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom."
63,3,1,0,0,0,1,0,1,R_5BU8RzSzYherOOl,China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States.,"The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","China's actions in Hong Kong follow a decades-long military buildup aimed at threatening the United States. The protesters claim that recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms."
50,2,1,0,0,1,0,0,0,R_1EbRcUwRM0HTbYI,The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms.",,"The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's special status and its freedoms. "
94,3,1,0,0,0,1,0,1,R_2CqOCk8yMYbYQA4,"China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan.","In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.","China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region, especially Taiwan. In 1992, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status and its freedoms. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement."
85,3,1,1,0,1,0,0,0,R_1jvM6L0Vh79lOeW,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.","27 years ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.",The protesters regularly wave American flags to appeal for American help.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government. 27 years ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. The protesters regularly wave American flags to appeal for American help."
61,2,1,0,0,0,0,0,1,R_1NlAS0ta5MzbPk7,Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.",,"Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. 27 years ago, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. "
30,3,1,1,0,1,0,0,0,R_2rhXnaEktqujnDx,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"27 years ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty.","Many protesters carry American flags because the flag is a symbol for freedom everywhere. 27 years ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's right to govern itself. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line in the name of liberty."
28,2,1,0,0,1,0,0,0,R_3GDk7NAw9wCTGVj,The protesters regularly wave American flags to appeal for American help.,"During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's autonomy.",,"The protesters regularly wave American flags to appeal for American help. During George H.W. Bush's administration, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's autonomy. "
52,3,1,0,0,1,1,0,0,R_1PbFqgr2kur4OSU,China is building a number of aircraft carriers so that its military can compete with the United States.,"Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.",Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"China is building a number of aircraft carriers so that its military can compete with the United States. Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy. Many protesters carry American flags because the flag is a symbol for freedom everywhere."
0,3,1,1,0,1,0,0,0,R_3OiQsusfzCPhlbp,Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom.","Some time ago, Congress passed a bill pledging to preserve Hong Kong's freedom.","Many protesters carry American flags to affirm their support for ideals that Americans hold dear. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line to save their freedom. Some time ago, Congress passed a bill pledging to preserve Hong Kong's freedom."
81,2,0,0,1,0,0,1,0,R_2sSZYd7uKDznp31,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.",Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom. "
51,3,1,0,1,1,0,0,0,R_1qgQUZCe3vFpmF7,"China is a communist country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.",Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,"In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.","China is a communist country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. Many protesters carry American flags because they wish to connect their own movement with the American Revolution. In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status."
76,2,1,0,0,0,0,1,0,R_Rkr53YFW5XO4rS1,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy.",Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's autonomy. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom. "
0,2,1,0,0,0,0,1,0,R_sBZzTWDV5QZmMOB,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"In 1992, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms.",,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. In 1992, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms. "
72,3,1,0,1,1,0,0,0,R_O9Ej7VbpwvN4X7P,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"China is also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.","27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.","Many protesters carry American flags because the flag is a symbol for freedom everywhere. China is also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom."
61,2,1,0,0,0,1,0,0,R_5A6qaPZ3jhI2pK9,China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,"During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's freedom.",,"China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's freedom. "
