resp,numtexts,treatycommit,brave,evil,flag,threat,economy,treatyviolation,resp_id,text1,text2,text3,text_full
60,2,0,0,0,0,0,0,0,R_2ar9RTQpMdjhtyV,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.",China's crackdown in Hong Kong follows a decades-long military buildup.,,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. China's crackdown in Hong Kong follows a decades-long military buildup. "
72,2,0,0,0,0,0,0,0,R_A56bbMcLZ6PgzWF,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line to defend their freedom.",,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters bravely put their lives on the line to defend their freedom. "
89,3,0,1,0,1,0,1,0,R_1jJNnK63wjv4bBk,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free.","Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world.",The protesters regularly wave American flags to demonstrate their love of liberty.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world. The protesters regularly wave American flags to demonstrate their love of liberty."
47,2,0,0,0,0,0,0,0,R_3Jy3ML7eNEFzLxf,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.","Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.",,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. "
10,3,1,0,0,1,1,0,1,R_1QtIUd0JDSYnMvz,The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"For the past 20 years, China has bought advanced military hardware from Russia.",The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear.,"The protesters claim that recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. For the past 20 years, China has bought advanced military hardware from Russia. The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear."
59,2,0,0,0,0,0,0,0,R_2YgkkZgZB1Nv1oe,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty.",Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway in order to defend their liberty. Many protesters carry American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. "
36,2,0,0,0,0,0,0,0,R_vNBrgIl6fNJe59L,Many protesters carry American flags because they wish to connect their own movement with the American Revolution.,"For the past 20 years, China has bought advanced weapons from Russia to upgrade its military.",,"Many protesters carry American flags because they wish to connect their own movement with the American Revolution. For the past 20 years, China has bought advanced weapons from Russia to upgrade its military. "
100,3,0,0,1,0,0,1,1,R_2V9DK44NnyFOpoI,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.","Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.","Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world."
65,3,0,1,0,0,1,1,0,R_31sDClHK17jGhGb,"China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities.","The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.","China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world.","China's actions in Hong Kong follow a decade long military buildup, in which China has sought to catch up to American military capabilities. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world."
80,2,0,0,0,0,0,0,0,R_2UgrdDfEYtGgYsg,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world.",Many protesters carry American flags to appeal for American help.,,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the most richest cities in the world. Many protesters carry American flags to appeal for American help. "
81,3,0,0,1,1,0,0,1,R_1ghFzliC8w5AgFr,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.",Many protesters carry American flags to demonstrate their love of liberty.,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. Many protesters carry American flags to demonstrate their love of liberty."
40,2,0,0,0,0,0,0,0,R_ekRD9qQ1kkR1rfr,Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom.,,Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has been governed separately from China for the past 150 years. It is admired around the world for its substantial economic freedom. 
61,3,1,1,0,0,1,0,0,R_XvxnVwFmyKxZg5j,"Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status.",China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to defend their liberty.","Some time ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's special status. China's crackdown in Hong Kong follows decades of investing in its military so that it can better compete with the United States. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to defend their liberty."
25,2,0,0,0,0,0,0,0,R_XtUA1Kcr7SrCw3T,"When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.",China's actions in Hong Kong follow a decades-long military buildup.,,"When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. China's actions in Hong Kong follow a decades-long military buildup. "
100,3,0,0,1,1,0,0,0,R_1MNjPZL9ByvifYU,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself.","China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear.,"During George H.W. Bush's administration, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's right to govern itself. China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. The protesters regularly wave American flags to affirm their commitment for ideals that Americans hold dear."
100,2,1,0,0,0,0,0,1,R_22KqLN2Z0uFicys,"27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy.",Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,,"27 years ago, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's autonomy. Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. "
52,3,1,1,0,0,1,1,0,R_3fOfZ4TXSk7d31H,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,Protesters have been targeted by brutal police tactics and intimidation.,China's actions in Hong Kong follow a decades-long military buildup.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. Protesters have been targeted by brutal police tactics and intimidation. China's actions in Hong Kong follow a decades-long military buildup.
27,3,1,0,0,1,0,1,0,R_3m8zHvULZlHyDlf,Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,"In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself.","Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world.","Many protesters carry American flags to affirm their support for ideals that Americans hold dear. In 1992, Congress passed the Hong Kong Policy Act, which commits the United States to preserving Hong Kong's right to govern itself. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world."
13,3,0,0,0,0,1,1,0,R_3e7UmObNMYlqxxs,China's crackdown in Hong Kong follows a decades-long military buildup.,Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,"27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.","China's crackdown in Hong Kong follows a decades-long military buildup. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. 27 years ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself."
100,3,1,1,0,1,0,1,0,R_3qW4ylV3Q6ejGtC,"Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed.",Many protesters carry American flags to demonstrate their love of liberty.,"Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world.","Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed. Many protesters carry American flags to demonstrate their love of liberty. Hong Kong's special status within China has protected freedom and the rule of law, enabling it to become one of the freest and most prosperous societies in the world."
100,2,0,0,0,0,0,0,0,R_3kiyq0BTstTf7dB,Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,Many protesters carry American flags to affirm their support for ideals that Americans hold dear. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. 
96,3,1,0,1,0,0,1,0,R_22QUto8AUYBLKaT,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.",China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself."
100,2,0,0,0,0,0,0,0,R_2S90KFHJAbH5LsI,"Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed.",China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,,"Protesters have been targeted by brutal police tactics and intimidation, which has led to bloodshed. China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States. "
81,3,0,0,0,0,0,1,1,R_3fPifleO2ibkXDK,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom.","Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.","When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world. When Britain ceded Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty."
50,2,0,0,0,0,0,0,0,R_2SHzJhSeYdWTmLc,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy.,,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. Hong Kong has been governed separately from China for the past 150 years. It is considered the textbook example of a successful free-market economy. "
82,2,1,0,0,0,0,0,1,R_2VJaV6Z4TX7f2fR,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself.","Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs.",,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's right to govern itself. Recent Chinese actions violate the Sino-British Joint Declaration on Hong Kong, in which China promised not to interfere with Hong Kong's internal affairs. "
100,3,1,0,1,1,0,0,0,R_1Qhmh58zbJAqeWc,"In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's freedom.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.",The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,"In 1992, Congress passed a bill which enshrined America's commitment to preserving Hong Kong's freedom. Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution."
62,2,0,0,0,0,0,0,0,R_W0BH5gqkTRwdKcp,Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government.",,"Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. Some protesters have been beaten, imprisoned, and tortured by the Chinese government. "
82,3,1,1,0,1,0,0,1,R_1HxaT3VsmODJKH7,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.",Many protesters carry American flags to demonstrate their love of liberty.,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government. Many protesters carry American flags to demonstrate their love of liberty."
90,3,1,1,1,0,1,0,0,R_tEUuXIV3h8rYvCN,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.",China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States.,"Protesters have been targeted by brutal police tactics, which has led to bloodshed.","China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. China's actions in Hong Kong follows decades of investing in its military so that it can better compete with the United States. Protesters have been targeted by brutal police tactics, which has led to bloodshed."
68,2,0,0,0,0,0,0,0,R_1pProJzp8wssz6G,Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.",,"Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. "
100,3,0,1,1,0,1,0,0,R_1NlIaHmspJMXGLr,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.","China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.","The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States. Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law."
76,2,0,0,0,0,0,0,0,R_12rI02ZdUBZvRV6,China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,,China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. 
70,2,0,0,0,0,0,0,0,R_1n2eewxCXYSGU0o,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free.","China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989.",,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they bravely protest anyway because they want to be free. China is a totalitarian country with a long history of mistreating its citizens, including the massacre of protestors at Tiananmen Square in 1989. "
80,3,0,1,1,0,0,0,1,R_bJzLm3ZrdEs9sQN,"China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government.","China is a communist country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government."
50,2,0,0,0,0,0,0,0,R_2VkI8WBeQrlR9jw,Many protesters carry American flags to affirm their support for ideals that Americans hold dear.,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement.",,"Many protesters carry American flags to affirm their support for ideals that Americans hold dear. When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this agreement. "
98,3,0,0,1,0,1,0,1,R_9G42Bac18EZ51dv,The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan.","Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.","The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China. China's actions in Hong Kong may foreshadow aggression towards other U.S. allies in the region, such as Japan and Taiwan. Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law."
70,3,1,0,0,0,1,1,1,R_O86zktE1UvPKCLn,Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,China's actions in Hong Kong follow a decades-long military buildup.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China. China's actions in Hong Kong follow a decades-long military buildup. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.
59,2,0,0,0,0,0,0,0,R_1Nqy3I5PW111MmP,Many protesters carry American flags to appeal for American help.,"Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world.",,"Many protesters carry American flags to appeal for American help. Hong Kong has been governed separately from China for the past 150 years. During this time, it has grown into one of the richest cities in the world. "
89,3,1,0,0,0,1,1,1,R_2wBKnKXCKyqWCVb,"China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States.",Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"China is building a large number of aircraft carriers, which, when completed, will make its military more competitive with the United States. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world. Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China."
16,3,1,0,1,1,0,0,0,R_2uVOwxSzr9brage,Many protesters carry American flags to demonstrate their love of liberty.,"Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps.","Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status.","Many protesters carry American flags to demonstrate their love of liberty. Human rights groups have also accused China of putting hundreds of thousands of Uyghurs, an ethnic minority from northestern China, in internment camps. Some time ago, Congress passed the Hong Kong Policy Act, which committed the United States to preserving Hong Kong's special status."
87,2,0,0,0,0,0,0,0,R_29bj1VE9yrAsP5J,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. Many protesters carry American flags because the flag is a symbol for freedom everywhere. 
60,2,0,0,0,0,0,0,0,R_3lF8LvOGV4xNZlL,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law.",The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,,"Outside of Hong Kong, China does not allow for free speech, free press, or due process of the law. The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. "
60,2,0,0,0,0,0,0,0,R_1opwO5lF9tYbf2g,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world.",The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China.,,"China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years, during which it became one of the richest cities in the world. The protesters claim that China's actions violate the terms of the agreement that led Britain to return Hong Kong to China. "
80,2,0,0,0,0,0,0,0,R_3KqZogWnYUVw8ty,China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies.,Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,,China is a communist country with a long history of mistreating its citizens. Scholars estimate that at least 18 million Chinese citizens have been killed as a result of its policies. Recent Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. 
100,2,0,0,0,0,0,0,0,R_12Majo8WMNnm3uC,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.",,"When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty. China is an authoritarian country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps. "
100,3,0,1,0,0,0,0,1,R_325dfERZLtp9VBP,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom.",Protesters have been targeted by brutal police tactics and intimidation.,Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China.,"27 years ago, Congress passed a bill pledging to preserve Hong Kong's freedom. Protesters have been targeted by brutal police tactics and intimidation. Recent Chinese actions violate the terms of the agreement that led Britain to return Hong Kong to China."
100,3,0,0,0,1,0,1,1,R_1DNeWqcVeegYPiz,The protesters regularly wave American flags because the flag is a symbol for freedom everywhere.,Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,The protesters regularly wave American flags because the flag is a symbol for freedom everywhere. Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China. China is interfering with a long tradition of independence for Hong Kong. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.
25,3,0,1,1,0,0,0,1,R_3iqcZNMNWWBwH4E,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty.","China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well.",Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China.,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway in order to protect their liberty. China is a totalitarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. Now, it is trying to destroy those freedoms in Hong Kong as well. Chinese actions violate the terms of the treaty that led Britain to return Hong Kong to China."
91,3,0,0,0,1,0,0,1,R_3iIrs3b8sLsBgOi,The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution.,"Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom.","When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty.","The protesters regularly wave American flags to highlight the connection between their own problems and the complaints that sparked the American Revolution. Some time ago, Congress passed the Hong Kong Policy Act, which enshrined America's commitment to preserving Hong Kong's freedom. When Britain returned Hong Kong to China in 1997, China promised not to interfere with Hong Kong's internal affairs for 50 years. Protesters argue that recent Chinese actions violate this treaty."
80,3,1,1,0,1,0,1,0,R_3Jxd4De2ZHJxDGh,Many protesters carry American flags because the flag is a symbol for freedom everywhere.,"The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.",Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world.,"Many protesters carry American flags because the flag is a symbol for freedom everywhere. The Hong Kong protesters risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. Hong Kong has enjoyed self-government for many years. Its residents enjoy greater economic freedom than virtually any other people in the world."
74,2,1,0,1,0,0,0,0,R_3rUIUCplUczfMK6,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law.","During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's right to govern itself.",,"China is an authoritarian country. Outside of Hong Kong, it does not allow for free speech, free press, or due process of the law. During George H.W. Bush's administration, Congress passed a bill pledging to preserve Hong Kong's right to govern itself. "
85,3,0,0,1,0,0,1,0,R_3fiKRXIICenWKOA,"Some time ago, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms.",Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world.,"China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps.","Some time ago, Congress passed a bill pledging to preserve Hong Kong's special status and its freedoms. Hong Kong has enjoyed self-government for many years. Its free-market economy is the envy of the world. China is a communist country also accused of putting hundreds of thousands of Uyghurs, an ethnic minority from northwestern China, in internment camps."
60,3,1,1,0,1,1,0,0,R_25X91OenoSXtbfz,China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region.,"Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty.",Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear.,"China's crackdown in Hong Kong may foreshadow aggression towards other U.S. allies in the region. Some protesters have been beaten, imprisoned, and tortured by the Chinese government, but the protesters put their lives on the line in the name of liberty. Many protesters carry American flags to affirm their commitment for ideals that Americans hold dear."
50,2,0,0,0,0,0,0,0,R_30o9RwsYKb3Z8Un,China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States.,"The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free.",,"China's crackdown in Hong Kong follows a decades-long military buildup aimed at threatening the United States. The Hong Kong protesters face a serious risk of being beaten, imprisoned, or tortured by the Chinese government, but they protest anyway because they want to be free. "
